head_2,head_7,head_8,head_10,head_12,head_13_0,head_13_1,head_14,head_21_value_1,head_21_value_2,head_21_value_3,body_11,body_12,body_13,body_14_value_1,body_14_value_2,body_14_value_3,body_14_value_4,body_15_value_1,body_15_value_2,body_15_value_3,body_15_value_4,body_15_value_5,body_16,body_17
0,6,7,300,2,4,56120,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,661453458876.0,6294513.0
0,6,11,700,2,4,56120,6615057,6,,,80,65,1,-60,-21,77,-68,,,,,,661453458876.0,6294513.0
0,6,8,300,2,4,56121,6615057,6,,,80,65,6,-33,97,-126,52,,,,,,586376675892.0,6293435.0
0,6,8,500,0,4,56122,6615057,6,,,80,65,2,-41,100,-10,70,,,,,,594888201798.0,6291618.0
0,6,11,700,0,4,56122,6615057,6,,,80,65,2,-41,100,-10,70,,,,,,594888201798.0,6291618.0
0,6,9,900,3,4,56130,6615057,6,,,80,65,5,-11,96,102,-4,,,,,,584211867388.0,6296725.0
0,6,11,700,3,4,56130,6615057,6,,,80,65,5,-11,96,102,-4,,,,,,584211867388.0,6296725.0
0,6,10,500,3,4,56131,6615057,6,,,80,65,3,-52,103,29,58,,,,,,595981704506.0,6293428.0
0,6,11,700,3,4,56131,6615057,6,,,80,65,3,-52,103,29,58,,,,,,595981704506.0,6293428.0
0,6,12,400,4,4,56132,6615057,6,,,80,65,3,-7,105,-13,-12,,,,,,600275530740.0,6292655.0
0,6,16,800,4,4,56132,6615057,6,,,80,65,3,-7,105,-13,-12,,,,,,600275530740.0,6292655.0
0,6,12,500,4,4,56133,6615057,6,,,80,65,2,-61,109,-114,-32,,,,,,586309660384.0,6292845.0
0,6,16,800,4,4,56133,6615057,6,,,80,65,2,-61,109,-114,-32,,,,,,586309660384.0,6292845.0
0,6,12,700,4,4,56134,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,590589108128.0,6292440.0
0,6,16,800,4,4,56134,6615057,6,,,80,65,1,-24,101,63,-96,,,,,,590589108128.0,6292440.0
0,6,13,200,3,4,56135,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,595947113701.0,6296241.0
0,6,16,800,3,4,56135,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,595947113701.0,6296241.0
0,6,13,400,4,4,56136,6615057,6,,,80,65,2,-44,103,47,46,,,,,,599195914030.0,6293416.0
0,6,16,800,4,4,56136,6615057,6,,,80,65,2,-44,103,47,46,,,,,,599195914030.0,6293416.0
0,6,13,800,3,4,56137,6615057,6,,,80,65,2,-23,100,-83,10,,,,,,587371973898.0,6296896.0
0,6,16,800,3,4,56137,6615057,6,,,80,65,2,-23,100,-83,10,,,,,,587371973898.0,6296896.0
0,6,13,900,3,4,56138,6615057,6,,,80,65,2,-32,102,125,30,,,,,,584160386334.0,6296041.0
0,6,16,800,3,4,56138,6615057,6,,,80,65,2,-32,102,125,30,,,,,,584160386334.0,6296041.0
0,6,14,900,5,4,56139,6615057,6,,,80,65,2,-2,98,-99,-73,,,,,,597034589623.0,6292626.0
0,6,16,800,5,4,56139,6615057,6,,,80,65,2,-2,98,-99,-73,,,,,,597034589623.0,6292626.0
0,6,15,200,3,4,56140,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,589555532999.0,6292928.0
0,6,16,800,3,4,56140,6615057,6,,,80,65,4,-26,108,36,-57,,,,,,589555532999.0,6292928.0
0,6,15,900,4,4,56141,6615057,6,,,80,65,1,-53,-31,-56,65,,,,,,661444995137.0,6294523.0
0,6,16,800,4,4,56141,6615057,6,,,80,65,1,-53,-31,-56,65,,,,,,661444995137.0,6294523.0
2,6,12,500,5,4,56146,6615056,9,,,5,128,0,-125,-26,36,59,,,,,,171835995.0,6295289.0
2,6,16,800,5,4,56146,6615056,9,,,5,128,0,-125,-26,36,59,,,,,,171835995.0,6295289.0
3,6,13,800,1,4,56147,6615056,9,,,5,128,1,-21,122,-86,-4,,,,,,17285186959.0,6293214.0
3,6,16,800,1,4,56147,6615056,9,,,5,128,1,-21,122,-86,-4,,,,,,17285186959.0,6293214.0
0,6,17,200,0,4,56149,6615057,6,,,80,65,1,-39,-96,73,-31,,,,,,630310119905.0,6294674.0
3,6,22,0,0,4,56149,6615057,6,,,80,65,1,-39,-96,73,-31,,,,,,630310119905.0,6294674.0
0,6,23,900,3,4,56155,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,597020855525.0,6297102.0
0,6,27,100,3,4,56155,6615057,6,,,80,65,1,-2,105,-52,-27,,,,,,597020855525.0,6297102.0
0,6,26,600,4,4,56157,6615057,6,,,80,65,1,-53,-31,-56,65,,,,,,662518736961.0,6295698.0
0,6,27,100,4,4,56157,6615057,6,,,80,65,1,-53,-31,-56,65,,,,,,662518736961.0,6295698.0
0,6,30,0,0,4,56160,6615057,5,,,80,65,5,-39,107,-120,48,,,,,,590656104496.0,6291517.0
0,6,32,200,0,4,56160,6615057,5,,,80,65,5,-39,107,-120,48,,,,,,590656104496.0,6291517.0
2,6,30,200,2,4,56161,6615056,9,,,5,128,0,-67,14,-86,-24,,,,,,316343707.0,6293762.0
2,6,32,200,2,4,56161,6615056,9,,,5,128,0,-67,14,-86,-24,,,,,,316343707.0,6293762.0
2,5,4,600,2,4,56161,6615056,9,,,5,128,0,-67,14,-86,-24,,,,,,316343707.0,6293762.0
2,6,30,300,2,4,56162,6615056,6,,,5,128,0,-62,-91,42,53,,,,,,255526389.0,6295222.0
2,6,32,200,2,4,56162,6615056,6,,,5,128,0,-62,-91,42,53,,,,,,255526389.0,6295222.0
7,6,30,700,0,4,56163,6615056,,,,5,128,0,45,2,-124,16,,,,,,4981195672.0,6293745.0
3,6,32,200,0,4,56163,6615056,5,9,,5,128,0,45,2,-124,16,,,,,,4981195672.0,6293745.0
0,6,30,500,2,4,56164,6615057,6,,,80,65,5,-42,98,56,-66,,,,,,588508805310.0,6292024.0
0,6,32,200,2,4,56164,6615057,6,,,80,65,5,-42,98,56,-66,,,,,,588508805310.0,6292024.0
2,6,31,200,0,4,56165,6615056,8,,,5,128,0,6,25,-28,-110,,,,,,4834329268.0,6292112.0
2,6,32,200,0,4,56165,6615056,8,,,5,128,0,6,25,-28,-110,,,,,,4834329268.0,6292112.0
2,6,31,200,2,4,56166,6615056,9,,,5,128,0,-76,106,42,-70,,,,,,4571923902.0,6291601.0
2,6,32,200,2,4,56166,6615056,9,,,5,128,0,-76,106,42,-70,,,,,,4571923902.0,6291601.0
0,6,31,500,1,4,56167,6615057,6,,,80,65,6,-51,109,95,-119,,,,,,597105770377.0,6293521.0
0,6,32,200,1,4,56167,6615057,6,,,80,65,6,-51,109,95,-119,,,,,,597105770377.0,6293521.0
10,6,32,700,2,4,56168,-1,,,,255,65535,255,,,,,,,,,,,
0,6,37,300,0,4,56169,6615057,6,,,80,65,2,-63,106,111,-30,,,,,,592745222114.0,6296790.0
0,6,32,600,0,4,56169,6615057,6,,,80,65,2,-63,106,111,-30,,,,,,592745222114.0,6296790.0
0,6,37,300,2,4,56170,6615057,6,,,80,65,2,-30,102,20,65,,,,,,597037487169.0,6293095.0
0,6,33,0,2,4,56170,6615057,6,,,80,65,2,-30,102,20,65,,,,,,597037487169.0,6293095.0
0,6,38,800,2,4,56171,6615057,6,,,80,65,1,-3,97,-9,-73,,,,,,586284685239.0,6296631.0
3,6,39,600,1,4,56172,6615056,8,,,5,128,1,-32,-61,100,-54,,,,,,21904949983.0,6295847.0
3,6,42,400,1,4,56172,6615056,8,,,5,128,1,-32,-61,100,-54,,,,,,21904949983.0,6295847.0
0,6,54,300,2,4,56173,6615057,6,,,80,65,2,-52,104,-20,-85,,,,,,592750890155.0,6292267.0
0,6,57,800,2,4,56173,6615057,6,,,80,65,2,-52,104,-20,-85,,,,,,592750890155.0,6292267.0
2,6,55,100,1,4,56174,6615056,,,,5,128,1,-95,-21,-72,90,,,,,,21558789064.0,6291464.0
0,6,32,700,2,4,56176,6615057,6,,,80,65,3,-11,107,78,104,,,,,,595984952936.0,6295749.0
0,6,48,600,7,4,56185,6615057,5,,,80,65,2,-5,107,114,-114,,,,,,594894893710.0,6295163.0
0,6,57,800,7,4,56186,6615057,6,,,80,65,1,-54,-29,8,-103,,,,,,664665483417.0,6297639.0
0,6,48,900,7,4,56186,6615057,6,,,80,65,1,-54,-29,8,-103,,,,,,664665483417.0,6297639.0
3,11,2,900,7,4,56187,6615056,9,,,5,128,1,-13,-25,-60,-122,,,,,,17475765767.0,6291652.0
3,6,49,100,7,4,56187,6615056,9,,,5,128,1,-13,-25,-60,-122,,,,,,17475765767.0,6291652.0
0,6,49,100,7,4,56188,6615057,5,,,80,65,1,-55,105,-55,99,,,,,,599173351779.0,6294072.0
0,6,49,500,6,4,56189,6615057,5,,,80,65,2,-54,107,14,13,,,,,,593817333261.0,6296576.0
0,6,49,400,6,4,56190,6615057,5,,,80,65,4,-5,109,105,-17,,,,,,592777169391.0,6296001.0
0,6,49,500,7,4,56191,6615057,6,,,80,65,1,-7,96,98,-58,,,,,,589513622214.0,6293707.0
3,11,2,900,7,4,56192,6615056,9,,,5,128,1,18,127,-82,73,,,,,,22515089809.0,6294182.0
3,6,49,800,7,4,56192,6615056,9,,,5,128,1,18,127,-82,73,,,,,,22515089809.0,6294182.0
0,6,50,300,7,4,56193,6615057,6,,,80,65,2,-42,101,-83,78,,,,,,585228201294.0,6297191.0
0,6,50,300,6,4,56194,6615057,6,,,80,65,1,-30,108,35,-32,,,,,,590589019104.0,6294086.0
0,6,50,600,7,4,56195,6615057,5,,,80,65,1,-1,109,-97,0,,,,,,600247828224.0,6294043.0
3,6,50,600,7,4,56196,6615056,8,,,5,128,1,21,-17,-46,-18,,,,,,17206281743.0,6297690.0
0,11,2,900,7,4,56205,6615057,6,,,80,65,5,-8,99,13,-90,,,,,,599246466470.0,6295914.0
0,6,54,300,7,4,56205,6615057,6,,,80,65,5,-8,99,13,-90,,,,,,599246466470.0,6295914.0
3,11,2,900,7,4,56206,6615056,9,,,5,128,1,-127,22,100,-44,,,,,,17386046168.0,6291691.0
3,6,54,900,7,4,56206,6615056,9,,,5,128,1,-127,22,100,-44,,,,,,17386046168.0,6291691.0
0,11,8,0,7,4,56207,6615057,6,,,80,65,3,-46,101,13,4,,,,,,600273186052.0,6293453.0
0,6,55,300,7,4,56207,6615057,6,,,80,65,3,-46,101,13,4,,,,,,600273186052.0,6293453.0
2,6,55,900,6,4,56208,6615056,9,,,5,128,0,-99,11,73,42,,,,,,4772987613.0,6295962.0
2,6,57,800,6,4,56208,6615056,9,,,5,128,0,-99,11,73,42,,,,,,4772987613.0,6295962.0
0,6,55,800,7,4,56209,6615057,6,,,80,65,5,-27,98,-8,29,,,,,,600314042397.0,6293388.0
3,11,2,900,6,4,56210,6615056,5,,,5,128,1,-13,-45,-34,119,,,,,,17918657420.0,6297721.0
3,6,55,900,6,4,56210,6615056,5,,,5,128,1,-13,-45,-34,119,,,,,,17918657420.0,6297721.0
0,11,2,900,6,4,56211,6615057,6,,,80,65,2,-46,107,22,93,,,,,,594893362781.0,6295593.0
3,6,56,0,6,4,56211,6615057,6,,,80,65,2,-46,107,22,93,,,,,,594893362781.0,6295593.0
0,11,8,0,7,4,56212,6615057,6,,,80,65,1,-41,102,-65,-10,,,,,,594880643062.0,6291931.0
0,6,56,400,7,4,56212,6615057,6,,,80,65,1,-41,102,-65,-10,,,,,,594880643062.0,6291931.0
0,11,8,0,7,4,56213,6615057,6,,,80,65,1,-47,100,-9,116,,,,,,599168939892.0,6294244.0
0,6,57,200,7,4,56213,6615057,6,,,80,65,1,-47,100,-9,116,,,,,,599168939892.0,6294244.0
0,11,8,0,7,4,56214,6615057,6,,,80,65,1,-16,106,7,-29,,,,,,595955263459.0,6297487.0
0,6,57,700,7,4,56214,6615057,6,,,80,65,1,-16,106,7,-29,,,,,,595955263459.0,6297487.0
3,6,57,800,7,4,56215,6615057,,,,80,65,1,-56,97,-124,-108,,,,,,590589412500.0,6293270.0
3,11,2,900,6,4,56216,6615056,9,,,5,128,1,120,62,-100,17,,,,,,17287414082.0,6291460.0
3,6,57,800,6,4,56216,6615056,9,,,5,128,1,120,62,-100,17,,,,,,17287414082.0,6291460.0
0,11,13,200,7,4,56217,6615057,6,,,80,65,2,-20,96,0,99,,,,,,595960553571.0,6291706.0
0,11,1,500,7,4,56217,6615057,6,,,80,65,2,-20,96,0,99,,,,,,595960553571.0,6291706.0
2,11,1,600,7,4,56218,6615056,8,,,5,128,0,43,-42,-112,18,,,,,,228000867.0,6294699.0
2,11,18,300,7,4,56219,6615056,9,,,5,128,0,-40,62,113,116,,,,,,895877390.0,6292261.0
2,11,2,200,6,4,56219,6615056,9,,,5,128,0,-40,62,113,116,,,,,,895877390.0,6292261.0
3,11,2,900,1,4,56221,6615056,9,,,5,128,1,64,-43,-100,-95,,,,,,21615542649.0,6293883.0
3,11,0,500,1,4,56221,6615056,9,,,5,128,1,64,-43,-100,-95,,,,,,21615542649.0,6293883.0
0,11,1,700,1,4,56222,6615057,6,,,80,65,1,-31,101,123,-37,,,,,,600253037531.0,6296125.0
0,11,2,900,1,4,56223,6615057,6,,,80,65,1,-40,-87,-57,-43,,,,,,629231896533.0,6293572.0
3,11,2,0,1,4,56223,6615057,6,,,80,65,1,-40,-87,-57,-43,,,,,,629231896533.0,6293572.0
0,5,4,600,1,4,56223,6615057,6,,,80,65,1,-40,-87,-57,-43,,,,,,629231896533.0,6293572.0
2,11,2,900,2,4,56224,6615056,9,,,5,128,0,-76,106,42,-70,,,,,,276956606.0,6295390.0
2,11,2,300,2,4,56224,6615056,9,,,5,128,0,-76,106,42,-70,,,,,,276956606.0,6295390.0
0,11,8,0,2,4,56225,6615057,6,,,80,65,3,-32,97,-6,99,,,,,,595980024419.0,6293383.0
0,11,3,200,2,4,56225,6615057,6,,,80,65,3,-32,97,-6,99,,,,,,595980024419.0,6293383.0
3,11,8,0,0,4,56226,6615056,8,,,5,128,1,-23,-47,-70,5,,,,,,17880974285.0,6293901.0
3,11,3,800,0,4,56226,6615056,8,,,5,128,1,-23,-47,-70,5,,,,,,17880974285.0,6293901.0
3,11,8,0,2,4,56227,6615056,9,,,5,128,1,1,-108,-108,104,,,,,,21607153764.0,6292045.0
3,11,3,900,2,4,56227,6615056,9,,,5,128,1,1,-108,-108,104,,,,,,21607153764.0,6292045.0
0,11,8,0,0,4,56228,6615057,6,,,80,65,3,-41,108,29,13,,,,,,597055216909.0,6294420.0
0,11,4,100,0,4,56228,6615057,6,,,80,65,3,-41,108,29,13,,,,,,597055216909.0,6294420.0
0,11,8,0,1,4,56229,6615057,5,,,80,65,1,-25,102,-53,15,,,,,,584134609679.0,6295068.0
0,11,5,300,1,4,56229,6615057,5,,,80,65,1,-25,102,-53,15,,,,,,584134609679.0,6295068.0
0,11,5,600,1,4,56230,6615057,6,,,80,65,1,-13,104,80,-104,,,,,,585218453656.0,6297140.0
0,11,8,0,1,4,56230,6615057,6,,,80,65,1,-13,104,80,-104,,,,,,585218453656.0,6297140.0
3,11,5,600,2,4,56231,6615056,8,,,5,128,1,-89,18,101,124,,,,,,21706244939.0,6295464.0
3,11,8,0,2,4,56231,6615056,8,,,5,128,1,-89,18,101,124,,,,,,21706244939.0,6295464.0
3,11,10,100,1,4,56232,6615056,9,,,5,128,1,-21,122,-86,-4,,,,,,21580154255.0,6294296.0
3,11,13,200,1,4,56232,6615056,9,,,5,128,1,-21,122,-86,-4,,,,,,21580154255.0,6294296.0
0,11,10,400,2,4,56233,6615057,8,,,80,65,4,-45,104,-125,-78,,,,,,590629127090.0,6296759.0
0,11,13,200,2,4,56233,6615057,8,,,80,65,4,-45,104,-125,-78,,,,,,590629127090.0,6296759.0
0,11,23,400,2,4,56234,6615057,6,,,80,65,6,-4,100,-106,63,,,,,,596037252671.0,6291819.0
0,11,21,700,2,4,56234,6615057,6,,,80,65,6,-4,100,-106,63,,,,,,596037252671.0,6291819.0
0,11,23,400,2,4,56235,6615057,6,,,80,65,5,-42,98,56,-66,,,,,,590656288958.0,6297429.0
0,11,23,0,2,4,56235,6615057,6,,,80,65,5,-42,98,56,-66,,,,,,590656288958.0,6297429.0
0,11,4,700,7,4,56237,6615057,6,,,80,65,2,-56,108,-13,-83,,,,,,598112170925.0,6291935.0
3,11,5,800,7,4,56238,6615056,9,,,5,128,1,67,42,21,96,,,,,,21861695986.0,6297499.0
3,11,18,300,7,4,56238,6615056,9,,,5,128,1,67,42,21,96,,,,,,21861695986.0,6297499.0
2,11,7,0,7,4,56239,6615057,,,,80,65,1,-6,104,-73,0,,,,,,598104561408.0,6296191.0
0,11,6,800,6,4,56240,6615057,6,,,80,65,6,-16,109,2,-108,,,,,,594955575956.0,6292434.0
0,11,13,200,6,4,56240,6615057,6,,,80,65,6,-16,109,2,-108,,,,,,594955575956.0,6292434.0
3,11,7,0,7,4,56241,6615057,6,,,80,65,3,-26,105,70,1,,,,,,600282220033.0,6292590.0
2,11,7,100,7,4,56242,6615056,5,,,5,128,0,-116,-82,-83,-26,,,,,,481493595.0,6294890.0
7,11,7,500,7,4,56243,6615056,,,,5,128,0,-26,-35,-117,-88,,,,,,5141037678.0,6296314.0
0,11,7,700,7,4,56244,6615057,6,,,80,65,1,-21,107,-41,0,,,,,,599178303232.0,6293769.0
0,11,7,900,7,4,56245,6615057,6,,,80,65,2,-62,98,72,-113,,,,,,591665825935.0,6294021.0
0,11,8,300,7,4,56246,6615057,5,,,80,65,1,-4,97,-1,-108,,,,,,595946512276.0,6297016.0
0,11,8,100,6,4,56247,6615057,6,,,80,65,6,-24,97,-84,73,,,,,,590662110281.0,6297712.0
0,11,13,200,6,4,56247,6615057,6,,,80,65,6,-24,97,-84,73,,,,,,590662110281.0,6297712.0
2,11,23,400,7,4,56248,6615056,9,,,5,128,0,49,-13,73,43,,,,,,846070382.0,6296282.0
2,11,8,300,7,4,56248,6615056,9,,,5,128,0,49,-13,73,43,,,,,,846070382.0,6296282.0
3,11,9,200,6,4,56252,6615056,9,,,5,128,1,120,62,-100,17,,,,,,21582381378.0,6293896.0
3,11,13,200,6,4,56252,6615056,9,,,5,128,1,120,62,-100,17,,,,,,21582381378.0,6293896.0
0,11,27,700,6,4,56265,6615057,5,,,80,65,6,-7,99,88,-82,,,,,,599259543726.0,6295326.0
3,11,27,900,7,4,56266,6615056,9,,,5,128,1,-42,-81,99,113,,,,,,17526818155.0,6291890.0
0,11,28,100,6,4,56267,6615057,6,,,80,65,1,-33,101,59,1,,,,,,591661882113.0,6292094.0
0,11,38,800,6,4,56267,6615057,6,,,80,65,1,-33,101,59,1,,,,,,591661882113.0,6292094.0
0,11,28,200,6,4,56268,6615057,5,,,80,65,1,-23,108,68,10,,,,,,588430771210.0,6292540.0
0,11,28,500,6,4,56269,6615057,6,,,80,65,2,-62,102,96,-27,,,,,,584159224037.0,6294114.0
0,11,28,600,7,4,56270,6615057,5,,,80,65,6,-55,109,-37,27,,,,,,598182222619.0,6294291.0
0,11,28,600,7,4,56271,6615057,5,,,80,65,2,-62,104,1,-40,,,,,,588449915352.0,6294815.0
0,11,28,800,6,4,56272,6615057,6,,,80,65,1,-4,106,127,42,,,,,,590578900778.0,6291871.0
0,11,29,100,6,4,56273,6615057,6,,,80,65,5,-18,101,76,-11,,,,,,597096246517.0,6292726.0
0,11,38,800,6,4,56273,6615057,6,,,80,65,5,-18,101,76,-11,,,,,,597096246517.0,6292726.0
7,11,29,600,6,4,56274,6615056,,,,5,128,0,70,78,49,-66,,,,,,4989322516.0,6294914.0
0,11,29,400,7,4,56275,6615057,8,,,80,65,3,-38,99,-126,17,,,,,,584167752209.0,6295622.0
0,11,29,500,7,4,56276,6615057,6,,,80,65,4,-5,109,105,-17,,,,,,593850911215.0,6292123.0
0,11,43,900,7,4,56276,6615057,6,,,80,65,4,-5,109,105,-17,,,,,,593850911215.0,6292123.0
0,11,33,400,6,4,56277,6615057,6,,,80,65,1,-6,104,81,-51,,,,,,590575825357.0,6293511.0
0,11,34,400,7,4,56278,6615057,6,,,80,65,1,-45,-20,88,-69,,,,,,662529956027.0,6297367.0
0,11,34,400,7,4,56279,6615057,5,,,80,65,1,-2,97,-127,125,,,,,,600244609405.0,6292810.0
3,11,30,300,7,4,56281,6615056,8,,,5,128,1,21,-17,-46,-18,,,,,,21501249039.0,6291501.0
3,11,43,900,7,4,56281,6615056,8,,,5,128,1,21,-17,-46,-18,,,,,,21501249039.0,6291501.0
0,11,30,400,7,4,56282,6615057,6,,,80,65,3,-26,108,-42,-28,,,,,,590610536164.0,6292390.0
0,11,30,600,7,4,56283,6615057,5,,,80,65,1,-25,98,2,-70,,,,,,584135107258.0,6291773.0
7,11,31,0,7,4,56284,6615056,9,,,5,128,0,-102,10,10,-88,,,,,,517341515.0,6295362.0
7,11,31,0,6,4,56285,6615056,9,,,5,128,0,-23,-109,42,-104,,,,,,49349935.0,6296830.0
2,11,31,200,6,4,56286,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,457180032.0,6295106.0
2,11,43,900,6,4,56286,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,457180032.0,6295106.0
0,11,31,400,7,4,56287,6615057,5,,,80,65,5,-57,108,2,102,,,,,,596024836710.0,6295472.0
0,11,32,200,7,4,56288,6615057,6,,,80,65,2,-20,96,0,99,,,,,,597034295395.0,6297405.0
3,11,32,600,6,4,56289,6615057,,,,80,65,2,-24,106,15,-32,,,,,,593816621024.0,6292886.0
2,11,32,800,6,4,56290,6615056,9,,,5,128,0,124,-43,-114,55,,,,,,694355220.0,6294469.0
0,11,32,900,7,4,56291,6615057,6,,,80,65,1,-21,109,-94,13,,,,,,598104711693.0,6297392.0
0,11,43,900,7,4,56291,6615057,6,,,80,65,1,-21,109,-94,13,,,,,,598104711693.0,6297392.0
0,11,33,200,6,4,56292,6615057,6,,,80,65,2,-14,105,-6,124,,,,,,593817672316.0,6296521.0
3,11,49,0,7,4,56304,6615057,8,,,80,65,3,-38,99,-126,17,,,,,,585241494033.0,6295019.0
3,11,41,0,7,4,56304,6615057,8,,,80,65,3,-38,99,-126,17,,,,,,585241494033.0,6295019.0
0,5,14,600,7,4,56321,6615057,6,,,80,65,1,-41,102,-65,-10,,,,,,597028126710.0,6291466.0
2,5,19,900,6,4,56322,6615056,9,,,5,128,0,31,68,58,-53,,,,,,4687528848.0,6292966.0
2,5,15,700,6,4,56322,6615056,9,,,5,128,0,31,68,58,-53,,,,,,4687528848.0,6292966.0
3,5,16,0,7,4,56323,6615057,6,,,80,65,5,-2,107,51,11,,,,,,590654624523.0,6292817.0
0,5,30,200,7,4,56323,6615057,6,,,80,65,5,-2,107,51,11,,,,,,590654624523.0,6292817.0
2,5,16,200,6,4,56324,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,4752147328.0,6291585.0
2,5,19,900,6,4,56324,6615056,9,,,5,128,0,-38,4,65,-72,,,,,,4752147328.0,6291585.0
0,5,16,300,7,4,56325,6615057,6,,,80,65,3,-40,102,-28,-23,,,,,,586314753257.0,6294153.0
3,5,16,400,7,4,56326,6615056,9,,,5,128,1,-42,-81,99,113,,,,,,21821785451.0,6292757.0
3,5,16,700,7,4,56327,6615056,9,,,5,128,1,2,121,34,115,,,,,,22180529332.0,6294783.0
3,5,16,700,7,4,56328,6615056,9,,,5,128,1,-22,127,-119,-31,,,,,,17386046168.0,6295393.0
0,5,18,100,7,4,56329,6615057,5,,,80,65,2,-59,102,113,-58,,,,,,590602973638.0,6296607.0
0,5,19,900,6,4,56330,6615057,6,,,80,65,3,-21,97,-29,-95,,,,,,593838056353.0,6291569.0
0,5,25,0,6,4,56330,6615057,6,,,80,65,3,-21,97,-29,-95,,,,,,593838056353.0,6291569.0
3,5,20,0,7,4,56331,6615056,9,,,5,128,1,37,18,-68,101,,,,,,17547658691.0,6296788.0
8,5,23,900,6,4,56332,6615057,9,,,80,65,6,-34,108,-12,48,,,,,,598176724016.0,6292007.0
8,5,25,0,6,4,56332,6615057,9,,,80,65,6,-34,108,-12,48,,,,,,598176724016.0,6292007.0
10,5,24,300,6,4,56333,-1,,,,255,65535,255,,,,,,,,,,,
0,5,24,600,7,4,56334,6615057,6,,,80,65,3,-36,98,-10,22,,,,,,600274875926.0,6296966.0
2,5,24,500,7,4,56335,6615056,9,,,5,128,0,63,-28,89,71,,,,,,4824106068.0,6297531.0
0,5,21,100,1,4,56338,6615057,6,,,80,65,3,-63,96,-1,4,,,,,,597058166532.0,6291698.0
0,5,25,0,1,4,56338,6615057,6,,,80,65,3,-63,96,-1,4,,,,,,597058166532.0,6291698.0
2,5,21,500,0,4,56339,6615056,9,,,5,128,0,-84,21,-79,-14,,,,,,5202576407.0,6292398.0
2,5,25,0,0,4,56339,6615056,9,,,5,128,0,-84,21,-79,-14,,,,,,5202576407.0,6292398.0
3,5,22,400,0,4,56340,6615057,,,,80,65,5,-23,96,24,66,,,,,,597093079106.0,6296892.0
3,5,22,500,2,4,56341,6615056,8,,,5,128,1,62,29,52,124,,,,,,17254188046.0,6295403.0
3,5,25,0,2,4,56341,6615056,8,,,5,128,1,62,29,52,124,,,,,,17254188046.0,6295403.0
0,5,22,700,0,4,56342,6615057,6,,,80,65,5,-7,96,24,66,,,,,,598166820930.0,6297485.0
0,5,25,0,0,4,56342,6615057,6,,,80,65,5,-7,96,24,66,,,,,,598166820930.0,6297485.0
0,5,22,800,2,4,56343,6615057,9,,,80,65,1,-3,106,-39,-75,,,,,,595956955573.0,6297258.0
0,5,25,0,2,4,56343,6615057,9,,,80,65,1,-3,106,-39,-75,,,,,,595956955573.0,6297258.0
3,5,24,300,0,4,56344,6615056,9,,,5,128,1,-37,-109,23,-11,,,,,,22300722044.0,6292627.0
3,5,25,0,0,4,56344,6615056,9,,,5,128,1,-37,-109,23,-11,,,,,,22300722044.0,6292627.0
0,5,24,900,1,4,56345,6615057,6,,,80,65,1,-44,107,-45,-18,,,,,,585212384238.0,6295612.0
0,5,25,0,1,4,56345,6615057,6,,,80,65,1,-44,107,-45,-18,,,,,,585212384238.0,6295612.0
0,5,24,800,0,4,56346,6615057,6,,,80,65,3,-41,108,29,13,,,,,,599202700557.0,6295594.0
0,5,25,0,0,4,56346,6615057,6,,,80,65,3,-41,108,29,13,,,,,,599202700557.0,6295594.0
0,5,25,200,2,4,56347,6615057,6,,,80,65,6,-51,96,-103,-21,,,,,,599254219243.0,6294279.0
0,5,30,200,2,4,56347,6615057,6,,,80,65,6,-51,96,-103,-21,,,,,,599254219243.0,6294279.0
0,5,25,900,0,4,56348,6615057,6,,,80,65,1,-58,99,65,-53,,,,,,597018583499.0,6297687.0
0,5,30,200,0,4,56348,6615057,6,,,80,65,1,-58,99,65,-53,,,,,,597018583499.0,6297687.0
0,5,25,900,2,4,56349,6615057,6,,,80,65,1,-40,102,96,-50,,,,,,585209897166.0,6296806.0
0,5,30,200,2,4,56349,6615057,6,,,80,65,1,-40,102,96,-50,,,,,,585209897166.0,6296806.0
0,5,24,300,6,4,56354,6615057,5,,,80,65,1,-19,99,33,54,,,,,,590582358326.0,6294411.0
0,5,25,0,6,4,56354,6615057,5,,,80,65,1,-19,99,33,54,,,,,,590582358326.0,6294411.0
7,5,36,500,7,4,56361,6615056,,,,5,128,0,106,-5,67,-22,,,,,,4909499244.0,6294147.0
0,5,35,700,6,4,56362,6615057,5,,,80,65,1,-27,98,-21,115,,,,,,600244136819.0,6297622.0
0,5,40,400,6,4,56362,6615057,5,,,80,65,1,-27,98,-21,115,,,,,,600244136819.0,6297622.0
0,5,35,700,7,4,56363,6615057,6,,,80,65,2,-20,96,0,99,,,,,,599181779043.0,6293887.0
0,5,36,200,7,4,56364,6615057,9,,,80,65,2,-27,105,17,-32,,,,,,592742740448.0,6294372.0
